zip_code,state_id,city_ascii,county_fips,population_city,homicides_window,years_window,murder_rate_per_100k_annual,crime_proxy
80220,CO,Denver,8031,2714768,442,10,1.6281,0.02152
80265,CO,Denver,8031,2714768,442,10,1.6281,0.02152
80247,CO,Denver,8031,2714768,442,10,1.6281,0.02152
80261,CO,Denver,8031,2714768,442,10,1.6281,0.02152
44870,OH,Sandusky,39043,24606,4,10,1.6256,0.021486
44871,OH,Sandusky,39043,24606,4,10,1.6256,0.021486
50036,IA,Boone,19015,12424,2,10,1.6098,0.021275
50037,IA,Boone,19015,12424,2,10,1.6098,0.021275
50099,IA,Boone,19015,12424,2,10,1.6098,0.021275
75835,TX,Crockett,48225,6364,1,10,1.5713,0.020762
54701,WI,Eau Claire,55035,109971,17,10,1.5459,0.020423
54702,WI,Eau Claire,55035,109971,17,10,1.5459,0.020423
54703,WI,Eau Claire,55035,109971,17,10,1.5459,0.020423
45030,OH,Harrison,39061,13084,2,10,1.5286,0.020192
87544,NM,Los Alamos,35028,13317,2,10,1.5018,0.019836
87545,NM,Los Alamos,35028,13317,2,10,1.5018,0.019836
22803,VA,Harrisonburg,51660,73815,11,10,1.4902,0.019681
22807,VA,Harrisonburg,51660,73815,11,10,1.4902,0.019681
22802,VA,Harrisonburg,51660,73815,11,10,1.4902,0.019681
22801,VA,Harrisonburg,51660,73815,11,10,1.4902,0.019681
72364,AR,Marion,5035,13623,2,10,1.4681,0.019386
80038,CO,Broomfield,8014,76304,11,10,1.4416,0.019032
80020,CO,Broomfield,8014,76304,11,10,1.4416,0.019032
80023,CO,Broomfield,8014,76304,11,10,1.4416,0.019032
80516,CO,Broomfield,8014,76304,11,10,1.4416,0.019032
80021,CO,Broomfield,8014,76304,11,10,1.4416,0.019032
45322,OH,Union,39113,7037,1,10,1.4211,0.018758
45377,OH,Union,39113,7037,1,10,1.4211,0.018758
55040,MN,Isanti,27059,7210,1,10,1.387,0.018304
12234,NY,Albany,36001,607238,84,10,1.3833,0.018255
12240,NY,Albany,36001,607238,84,10,1.3833,0.018255
12248,NY,Albany,36001,607238,84,10,1.3833,0.018255
12237,NY,Albany,36001,607238,84,10,1.3833,0.018255
12238,NY,Albany,36001,607238,84,10,1.3833,0.018255
12239,NY,Albany,36001,607238,84,10,1.3833,0.018255
12246,NY,Albany,36001,607238,84,10,1.3833,0.018255
12257,NY,Albany,36001,607238,84,10,1.3833,0.018255
12241,NY,Albany,36001,607238,84,10,1.3833,0.018255
12243,NY,Albany,36001,607238,84,10,1.3833,0.018255
12260,NY,Albany,36001,607238,84,10,1.3833,0.018255
12261,NY,Albany,36001,607238,84,10,1.3833,0.018255
12242,NY,Albany,36001,607238,84,10,1.3833,0.018255
12245,NY,Albany,36001,607238,84,10,1.3833,0.018255
12244,NY,Albany,36001,607238,84,10,1.3833,0.018255
12235,NY,Albany,36001,607238,84,10,1.3833,0.018255
12236,NY,Albany,36001,607238,84,10,1.3833,0.018255
12255,NY,Albany,36001,607238,84,10,1.3833,0.018255
12208,NY,Albany,36001,607238,84,10,1.3833,0.018255
12207,NY,Albany,36001,607238,84,10,1.3833,0.018255
12202,NY,Albany,36001,607238,84,10,1.3833,0.018255
12203,NY,Albany,36001,607238,84,10,1.3833,0.018255
12205,NY,Albany,36001,607238,84,10,1.3833,0.018255
12210,NY,Albany,36001,607238,84,10,1.3833,0.018255
12226,NY,Albany,36001,607238,84,10,1.3833,0.018255
12222,NY,Albany,36001,607238,84,10,1.3833,0.018255
12201,NY,Albany,36001,607238,84,10,1.3833,0.018255
12204,NY,Albany,36001,607238,84,10,1.3833,0.018255
12209,NY,Albany,36001,607238,84,10,1.3833,0.018255
12206,NY,Albany,36001,607238,84,10,1.3833,0.018255
12223,NY,Albany,36001,607238,84,10,1.3833,0.018255
12233,NY,Albany,36001,607238,84,10,1.3833,0.018255
12232,NY,Albany,36001,607238,84,10,1.3833,0.018255
12228,NY,Albany,36001,607238,84,10,1.3833,0.018255
12229,NY,Albany,36001,607238,84,10,1.3833,0.018255
12230,NY,Albany,36001,607238,84,10,1.3833,0.018255
12250,NY,Albany,36001,607238,84,10,1.3833,0.018255
12231,NY,Albany,36001,607238,84,10,1.3833,0.018255
21233,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21230,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21211,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21212,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21210,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21213,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21231,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21215,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21214,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21217,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21229,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21203,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21224,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21225,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21251,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21275,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21278,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21279,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21281,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21290,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21297,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21298,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21218,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21239,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21216,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21209,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21223,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21270,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21264,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21202,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21201,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21226,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21263,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21287,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21205,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21206,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21273,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
21207,MD,Baltimore,24510,2201673,302,10,1.3717,0.0181
22040,VA,Falls Church,51610,14710,2,10,1.3596,0.017939
22046,VA,Falls Church,51610,14710,2,10,1.3596,0.017939
54603,WI,La Crosse,55063,97218,13,10,1.3372,0.01764
54601,WI,La Crosse,55063,97218,13,10,1.3372,0.01764
54602,WI,La Crosse,55063,97218,13,10,1.3372,0.01764
24450,VA,Lexington,51678,7525,1,10,1.3289,0.017529
91901,CA,Alpine,6073,15180,2,10,1.3175,0.017378
91903,CA,Alpine,6073,15180,2,10,1.3175,0.017378
41091,KY,Union,21015,7642,1,10,1.3086,0.017258
68434,NE,Seward,31159,7678,1,10,1.3024,0.017176
72957,AR,Van Buren,5033,23763,3,10,1.2625,0.016643
72956,AR,Van Buren,5033,23763,3,10,1.2625,0.016643
68467,NE,York,31185,8141,1,10,1.2284,0.016188
23450,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23464,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23460,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23458,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23463,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23465,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23466,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23467,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23471,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23462,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23461,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23454,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23455,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23459,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23451,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23453,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23452,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23457,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23479,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
23456,VA,Virginia Beach,51810,1441893,176,10,1.2206,0.016085
99835,AK,Sitka,2220,8368,1,10,1.195,0.015744
20111,VA,Manassas Park,51685,16798,2,10,1.1906,0.015685
55959,MN,Winona,27169,26009,3,10,1.1534,0.01519
55987,MN,Winona,27169,26009,3,10,1.1534,0.01519
76097,TX,Burleson,48251,52918,6,10,1.1338,0.014928
76028,TX,Burleson,48251,52918,6,10,1.1338,0.014928
75702,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75798,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75713,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75703,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75711,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75701,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75712,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75710,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75709,TX,Tyler,48423,134739,15,10,1.1133,0.014654
75799,TX,Tyler,48423,134739,15,10,1.1133,0.014654
30701,GA,Calhoun,13129,18183,2,10,1.0999,0.014476
30703,GA,Calhoun,13129,18183,2,10,1.0999,0.014476
37067,TN,Franklin,47187,87133,9,10,1.0329,0.013582
37064,TN,Franklin,47187,87133,9,10,1.0329,0.013582
37065,TN,Franklin,47187,87133,9,10,1.0329,0.013582
37069,TN,Franklin,47187,87133,9,10,1.0329,0.013582
37068,TN,Franklin,47187,87133,9,10,1.0329,0.013582
22209,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22350,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22203,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22243,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22244,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22241,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22245,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22246,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22240,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22230,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22227,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22226,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22225,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22219,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22217,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22216,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22215,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22212,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22210,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22213,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22211,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22214,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22204,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22205,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22206,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22242,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22201,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22202,VA,Arlington,51013,236254,24,10,1.0159,0.013355
22207,VA,Arlington,51013,236254,24,10,1.0159,0.013355
52001,IA,Dubuque,19061,69698,7,10,1.0043,0.013201
52099,IA,Dubuque,19061,69698,7,10,1.0043,0.013201
52004,IA,Dubuque,19061,69698,7,10,1.0043,0.013201
52003,IA,Dubuque,19061,69698,7,10,1.0043,0.013201
52002,IA,Dubuque,19061,69698,7,10,1.0043,0.013201
51401,IA,Carroll,19027,10208,1,10,0.9796,0.012871
72032,AR,Conway,5045,73817,7,10,0.9483,0.012454
72035,AR,Conway,5045,73817,7,10,0.9483,0.012454
72034,AR,Conway,5045,73817,7,10,0.9483,0.012454
58202,ND,Grand Forks,38035,68373,6,10,0.8775,0.01151
58208,ND,Grand Forks,38035,68373,6,10,0.8775,0.01151
58203,ND,Grand Forks,38035,68373,6,10,0.8775,0.01151
58201,ND,Grand Forks,38035,68373,6,10,0.8775,0.01151
58206,ND,Grand Forks,38035,68373,6,10,0.8775,0.01151
23187,VA,Williamsburg,51830,97985,8,10,0.8165,0.010695
23188,VA,Williamsburg,51830,97985,8,10,0.8165,0.010695
23185,VA,Williamsburg,51830,97985,8,10,0.8165,0.010695
38305,TN,Jackson,47113,72781,5,10,0.687,0.008969
38303,TN,Jackson,47113,72781,5,10,0.687,0.008969
38314,TN,Jackson,47113,72781,5,10,0.687,0.008969
38301,TN,Jackson,47113,72781,5,10,0.687,0.008969
45050,OH,Monroe,39017,15401,1,10,0.6493,0.008466
45044,OH,Monroe,39017,15401,1,10,0.6493,0.008466
45036,OH,Monroe,39017,15401,1,10,0.6493,0.008466
22401,VA,Fredericksburg,51630,187349,12,10,0.6405,0.008349
22404,VA,Fredericksburg,51630,187349,12,10,0.6405,0.008349
22412,VA,Fredericksburg,51630,187349,12,10,0.6405,0.008349
47549,IN,Jasper,18037,15991,1,10,0.6254,0.008147
47546,IN,Jasper,18037,15991,1,10,0.6254,0.008147
22604,VA,Winchester,51840,86067,5,10,0.5809,0.007555
22601,VA,Winchester,51840,86067,5,10,0.5809,0.007555
27253,NC,Graham,37001,18048,1,10,0.5541,0.007196
27216,NC,Graham,37001,18048,1,10,0.5541,0.007196
27258,NC,Graham,37001,18048,1,10,0.5541,0.007196
30809,GA,Evans,13073,36998,2,10,0.5406,0.007016
75160,TX,Terrell,48257,20366,1,10,0.491,0.006355
75161,TX,Terrell,48257,20366,1,10,0.491,0.006355
52302,IA,Marion,19113,41896,2,10,0.4774,0.006173
72143,AR,Searcy,5145,23340,1,10,0.4284,0.005521
72149,AR,Searcy,5145,23340,1,10,0.4284,0.005521
72145,AR,Searcy,5145,23340,1,10,0.4284,0.005521
57006,SD,Brookings,46011,23948,1,10,0.4176,0.005376
57007,SD,Brookings,46011,23948,1,10,0.4176,0.005376
55021,MN,Faribault,27131,24631,1,10,0.406,0.005222
68528,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68502,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68503,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68508,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68588,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68516,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68505,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68509,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68504,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68507,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68529,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68526,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68506,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68512,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68510,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68520,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68514,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68522,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68521,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68544,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68583,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68542,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68524,NE,Lincoln,31109,298056,9,10,0.302,0.003834
68847,NE,Kearney,31019,34246,1,10,0.292,0.003701
68845,NE,Kearney,31019,34246,1,10,0.292,0.003701
68849,NE,Kearney,31019,34246,1,10,0.292,0.003701
68848,NE,Kearney,31019,34246,1,10,0.292,0.003701
50304,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50313,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50310,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50317,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50316,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50315,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50309,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50312,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50319,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50321,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50320,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50314,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50311,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50301,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50302,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50303,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50318,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50305,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50391,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50306,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50940,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50936,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50947,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50950,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50980,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50396,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50981,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50395,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50394,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50393,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50392,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50982,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50381,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50328,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50340,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50335,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50332,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50331,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50330,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50983,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50329,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50380,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50307,IA,Des Moines,19153,570091,13,10,0.228,0.002848
50308,IA,Des Moines,19153,570091,13,10,0.228,0.002848
31220,GA,Macon,13021,156578,3,10,0.1916,0.002362
31206,GA,Macon,13021,156578,3,10,0.1916,0.002362
31203,GA,Macon,13021,156578,3,10,0.1916,0.002362
31204,GA,Macon,13021,156578,3,10,0.1916,0.002362
31201,GA,Macon,13021,156578,3,10,0.1916,0.002362
31202,GA,Macon,13021,156578,3,10,0.1916,0.002362
31216,GA,Macon,13021,156578,3,10,0.1916,0.002362
31217,GA,Macon,13021,156578,3,10,0.1916,0.002362
31207,GA,Macon,13021,156578,3,10,0.1916,0.002362
31052,GA,Macon,13021,156578,3,10,0.1916,0.002362
31221,GA,Macon,13021,156578,3,10,0.1916,0.002362
31209,GA,Macon,13021,156578,3,10,0.1916,0.002362
31213,GA,Macon,13021,156578,3,10,0.1916,0.002362
31295,GA,Macon,13021,156578,3,10,0.1916,0.002362
31208,GA,Macon,13021,156578,3,10,0.1916,0.002362
31296,GA,Macon,13021,156578,3,10,0.1916,0.002362
31294,GA,Macon,13021,156578,3,10,0.1916,0.002362
31205,GA,Macon,13021,156578,3,10,0.1916,0.002362
31210,GA,Macon,13021,156578,3,10,0.1916,0.002362
31211,GA,Macon,13021,156578,3,10,0.1916,0.002362
83735,ID,Boise,16001,448305,6,10,0.1338,0.001592
83729,ID,Boise,16001,448305,6,10,0.1338,0.001592
83728,ID,Boise,16001,448305,6,10,0.1338,0.001592
83756,ID,Boise,16001,448305,6,10,0.1338,0.001592
83703,ID,Boise,16001,448305,6,10,0.1338,0.001592
83702,ID,Boise,16001,448305,6,10,0.1338,0.001592
83706,ID,Boise,16001,448305,6,10,0.1338,0.001592
83705,ID,Boise,16001,448305,6,10,0.1338,0.001592
83704,ID,Boise,16001,448305,6,10,0.1338,0.001592
83724,ID,Boise,16001,448305,6,10,0.1338,0.001592
83799,ID,Boise,16001,448305,6,10,0.1338,0.001592
83709,ID,Boise,16001,448305,6,10,0.1338,0.001592
83717,ID,Boise,16001,448305,6,10,0.1338,0.001592
83722,ID,Boise,16001,448305,6,10,0.1338,0.001592
83725,ID,Boise,16001,448305,6,10,0.1338,0.001592
83716,ID,Boise,16001,448305,6,10,0.1338,0.001592
83715,ID,Boise,16001,448305,6,10,0.1338,0.001592
83713,ID,Boise,16001,448305,6,10,0.1338,0.001592
83712,ID,Boise,16001,448305,6,10,0.1338,0.001592
83720,ID,Boise,16001,448305,6,10,0.1338,0.001592
83701,ID,Boise,16001,448305,6,10,0.1338,0.001592
83708,ID,Boise,16001,448305,6,10,0.1338,0.001592
78747,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78745,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78742,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78741,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78748,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78749,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78746,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78744,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78761,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78710,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78651,TX,Austin,48453,1940039,12,10,0.0619,0.000632
73301,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78728,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78729,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78724,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78725,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78726,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78727,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78721,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78722,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78723,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78652,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78754,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78757,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78756,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78751,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78750,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78753,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78752,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78759,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78702,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78703,TX,Austin,48453,1940039,12,10,0.0619,0.000632
73344,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78708,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78704,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78709,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78799,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78783,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78779,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78778,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78774,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78773,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78772,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78768,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78767,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78766,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78765,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78763,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78762,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78760,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78755,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78720,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78718,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78715,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78714,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78713,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78711,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78701,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78758,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78739,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78730,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78717,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78712,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78719,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78617,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78735,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78736,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78705,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78731,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78732,TX,Austin,48453,1940039,12,10,0.0619,0.000632
78733,TX,Austin,48453,1940039,12,10,0.0619,0.000632
67209,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67276,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67220,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67226,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67202,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67278,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67277,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67206,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67205,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67208,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67275,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67201,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67207,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67223,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67212,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67204,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67216,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67213,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67260,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67217,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67230,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67215,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67214,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67235,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67203,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
67218,KS,Wichita,20173,519036,1,10,0.0193,6.4e-05
